% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
58.26758186022227,58.26758186022227,3455.4961496292235,472.8691778921459,400.4134819683748,9.714526388640262,1.7158199412450774,250.05375747743716,250.0721768292683,250.05334112776904,295.096,306.4,249.99022831356757,249.97277556500336,515.4682402277417,508.1803493908247,509.37250774648635,479.302519709853,490.85023273290074,507.96413754009103,497.68198209890363,65.65688036100543,2.4459752368165883
58.28019339063426,58.28019339063426,3439.6325907549644,472.2577681350029,400.4169359625074,9.713274916456728,1.7147217746119814,249.72389522821575,249.71277139522823,249.723052126556,295.096,306.4,249.9907277341435,249.97284032305868,517.0540402194717,509.63329136766913,511.70496027791296,479.2931625296384,490.599971269265,507.7703655712804,497.5005769672496,65.66204467990515,2.4388137225844697
58.29270913841964,58.29270913841964,3430.3610210944757,471.26999955835265,400.4172111074308,9.713194250671672,1.713518405979548,249.3962473593169,249.35305894151855,249.39385580214196,295.096,306.4,249.9909741636304,249.97340789812668,519.2386173273802,511.39866532008125,514.0611120798435,479.324294413161,490.4623980162673,507.53304199330177,497.27290263516255,65.66802620440912,2.4321677523830556
58.305061060329066,58.305061060329066,3417.2788928759783,471.2936050091407,400.40886160877517,9.713030696343692,1.7130731111104314,249.07310321755025,249.00122177330897,249.0701460694698,295.096,306.4,249.99088054844609,249.97429678244973,521.4162058208191,513.1324214379292,516.4539159532515,479.17207557586835,490.2186228702011,507.1411486288849,496.9861490859232,65.67438756855576,2.4249542961608777
58.3172523520651,58.3172523520651,3399.0861459132097,470.80356028188453,400.3992824294381,9.713935927022414,1.7120744788852849,248.7536333321225,248.65451838061682,248.75139710850374,295.096,306.4,249.99087943623093,249.97466548003922,523.5910890484257,514.8701354820645,518.8313315209274,478.9789737367866,489.94795116059424,506.77513876275935,496.6706686585056,65.67917069272403,2.417444513058956
58.3251515807709,58.3251515807709,3386.005762800897,469.81316789374904,400.40215435975176,9.715370353508012,1.7109049476389926,248.4379206727299,248.31590594774073,248.43579269525043,295.096,306.4,249.9913213151437,249.97559470189114,525.7100468324238,516.6117307451673,521.1958761130219,478.79309340262733,489.70196078749814,506.4184972571099,496.365786541793,65.66593258264761,2.43735852461383
58.332949402947605,58.332949402947605,3375.417964136672,469.43515648868646,400.39998666045113,9.71383786262416,1.7099858575386813,248.12642374583137,247.97515709828954,248.12511155735646,295.096,306.4,249.99152572883426,249.97610524617204,527.7761301981535,518.4518604989631,523.4288868859902,478.4919031089755,489.46550077096856,506.1388211352961,496.06610863484775,65.66929644637285,2.4322404704701115
58.34064775885413,58.34064775885413,3364.337263917689,469.37709901660367,400.39273633577994,9.713148037661227,1.7094561946547853,247.8188962801967,247.64079231098125,247.81732861825694,295.096,306.40000000000003,249.99157478799972,249.97669739186205,529.8696474381951,520.3778596923659,525.7247911573028,477.5865536057863,489.2119372194114,505.7950881493623,495.7724466970712,65.67306384949761,2.4260396921542084
58.34824853956452,58.34824853956452,3355.1326344172016,469.5421889183926,400.3896549477784,9.712163780669144,1.7092297609906604,247.5150447866879,247.31078523632505,247.5146739953974,295.096,306.4,249.99167675694818,249.97697086209948,531.9355978326528,522.2670263315888,527.9893494981555,478.11253593556376,489.64528426270135,505.87585838201454,495.9493002478315,65.67691024960169,2.4213751106390515
58.35575358851674,58.35575358851674,3346.8149124723423,469.73677438080495,400.39029137348723,9.70943828824233,1.7090635902470166,247.2151605333521,246.98376832958064,247.2146150436251,295.096,306.4,249.99214874753733,249.97717801857587,533.9745021877495,524.1200562751175,530.2251757582563,478.8162622783563,490.3515433788348,506.1485531241205,496.2845846995497,65.667168589924,2.417524978891078
